bedrooms,bathrooms,sqft_lot,floors,view,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,yr_since_renovation,cluster
5,3.0,8179,2.0,0,9,3380,0,2011,2840,8179,4.0,5
3,3.0,3496,2.0,0,8,2830,0,2012,2160,3501,2.0,4
5,3.5,7055,2.0,0,9,3700,0,2014,3170,6527,1.0,4
4,3.0,4104,2.0,0,7,2520,0,2002,2510,5015,13.0,11
3,2.0,1396,2.0,0,8,1240,290,2007,1690,2500,7.0,7
4,4.0,5750,2.0,0,10,3410,1010,2006,4420,5750,8.0,4
3,3.0,1180,3.0,0,8,1460,0,2006,1460,1224,9.0,7
3,2.0,1486,2.0,0,8,1160,290,2006,1370,1437,8.0,0
3,2.0,3441,1.0,0,6,580,580,1930,1160,4000,84.0,0
3,2.0,4802,1.0,0,8,1640,0,2010,1940,4802,4.0,14
3,2.0,249126,1.5,0,7,1444,0,2008,1760,224770,6.0,17
3,2.5,1173,3.0,4,8,1470,150,2008,1620,1505,6.0,7
2,1.5,1228,2.0,0,7,900,200,2007,1340,1380,8.0,13
2,1.5,1402,2.0,0,8,1120,220,2008,1340,1213,7.0,13
3,1.5,4694,2.0,0,7,1450,0,2011,1870,4198,3.0,14
4,2.5,7200,2.0,0,9,3040,0,2008,2360,8245,7.0,19
4,2.5,7210,2.0,0,9,2560,0,2006,2160,10439,9.0,0
3,2.0,990,3.0,0,8,1420,0,2008,1350,1415,6.0,7
2,1.0,7457,1.0,0,6,700,0,1943,1500,7130,72.0,13
5,4.0,42755,2.0,2,10,2970,1140,2000,2730,12750,14.0,17
5,3.0,4780,2.0,0,8,2670,0,2013,2560,5380,2.0,5
3,3.0,1400,2.0,0,9,1080,1050,2010,1520,3132,5.0,13
5,3.0,6371,2.0,0,9,3078,0,2014,1979,19030,1.0,12
2,1.0,892,2.0,0,7,840,0,2006,1030,1007,8.0,0
3,2.5,2731,2.0,0,8,1800,0,2014,1800,3265,1.0,11
3,3.0,5200,2.0,0,8,2580,0,2008,2700,5602,6.0,5
3,1.5,2356,2.0,0,7,1270,0,2012,1490,2175,2.0,13
4,3.5,5440,3.0,0,9,3065,0,2014,2210,8400,1.0,15
3,2.5,1587,2.0,0,8,1578,283,2007,2090,10454,7.0,3
4,3.0,5705,2.0,0,8,2260,0,2014,2260,5727,0.0,12
5,3.0,7100,2.0,0,10,4150,0,2013,3560,7214,1.0,4
2,2.5,1174,2.0,0,8,1140,360,2014,1550,1519,0.0,7
3,2.0,998,2.5,0,8,1540,80,2012,1620,1068,3.0,4
2,1.5,1325,2.0,0,7,830,0,2005,1310,1485,9.0,0
4,2.5,5137,2.0,0,7,3120,0,2003,2755,5137,12.0,2
3,2.5,1058,3.0,0,8,1380,490,2007,1440,1136,7.0,7
3,2.0,1250,3.0,0,8,1240,0,2014,1470,1250,0.0,7
4,2.5,5612,2.0,0,9,2820,0,2007,1620,14881,8.0,3
3,2.0,1526,3.0,0,8,1630,0,2014,1570,1274,0.0,7
3,2.0,2800,2.0,0,7,1584,0,2012,1584,2800,2.0,12
4,2.5,4500,2.0,0,8,2840,0,2012,2840,4939,2.0,3
4,3.0,6293,2.0,0,9,3130,780,2006,4410,6015,8.0,11
3,2.5,1301,3.0,0,9,1730,0,2011,1330,1240,3.0,7
3,3.0,2060,2.0,0,10,1700,140,2013,2590,2680,1.0,4
4,2.5,3825,2.0,0,7,2110,0,2012,2110,3825,3.0,14
3,2.5,5866,2.0,0,7,2430,0,2009,2380,5866,6.0,11
4,4.0,207141,2.0,0,10,4030,660,2007,2890,200527,7.0,2
4,3.5,43560,2.0,0,9,2850,650,2014,3640,40545,0.0,15
4,2.5,8685,2.0,0,7,2070,0,2006,2170,9715,9.0,8
4,3.5,6350,2.0,2,8,2610,740,2009,1820,6350,6.0,0
4,2.5,4850,2.0,0,8,2440,0,2013,2970,5450,1.0,18
5,3.0,7357,2.0,0,9,3010,0,2008,2370,8050,6.0,19
3,2.5,4200,2.0,0,8,2060,0,2014,2370,4200,0.0,14
2,2.5,2399,2.0,0,7,1180,390,2009,1590,2306,6.0,0
3,2.5,1161,2.0,0,8,1010,570,2008,1680,1177,6.0,13
5,3.5,6530,2.0,3,10,4280,0,2014,3960,6863,0.0,4
5,3.5,4900,2.0,0,9,2815,0,2011,2798,4900,3.0,12
4,2.5,6114,2.0,0,9,2620,0,2011,2620,5808,3.0,4
3,2.0,1033,3.0,0,8,1250,0,2007,1250,1150,8.0,7
4,2.5,4500,2.0,0,8,3250,0,2008,3030,4598,6.0,5
2,2.0,1685,2.0,0,8,1270,0,2012,1270,1843,3.0,13
3,2.5,3075,2.0,0,8,1580,0,2013,1710,2934,1.0,0
3,1.5,2030,3.0,0,8,1360,0,2008,1360,1167,6.0,7
4,2.5,9612,1.0,0,8,1230,1170,1962,2430,5539,6.0,5
3,3.0,2017,3.0,0,8,1571,0,2008,1520,1497,6.0,19
2,2.0,1073,2.0,0,8,1140,265,2007,1405,3000,7.0,13
3,1.5,1546,2.0,0,8,1010,0,1971,1010,1517,1.0,13
2,2.5,1281,2.0,0,8,1220,230,2006,1440,1281,9.0,19
3,2.0,1361,2.0,0,7,960,460,2014,1340,1343,0.0,13
4,2.5,4644,2.0,0,8,2650,0,2013,2640,5099,2.0,2
5,3.0,7679,2.0,0,9,3030,0,2014,3080,6341,0.0,4
3,3.0,3738,1.0,0,10,1720,950,2013,2610,3734,1.0,15
2,2.5,809,2.0,0,9,1170,0,2007,1170,1121,7.0,7
4,2.5,26772,2.0,0,9,3260,0,2007,3260,14491,8.0,4
3,1.5,1722,3.0,0,7,1480,0,2007,1480,5764,7.0,19
3,2.5,6947,2.0,3,9,2700,0,2013,2500,6947,1.0,15
4,3.5,13404,2.0,0,10,4640,0,2007,4690,13590,8.0,15
3,2.5,2491,3.0,0,7,1536,65,2007,1420,1156,7.0,19
3,2.5,5237,2.0,0,8,2540,0,2011,1800,4097,3.0,13
2,2.0,1106,2.0,0,7,765,265,2006,1030,1066,9.0,0
3,2.5,7136,2.0,0,8,2730,0,2012,2130,8932,3.0,17
4,2.5,5033,2.0,0,8,3172,0,2014,2704,5232,0.0,17
4,2.5,8530,2.0,0,9,3160,0,2006,3160,6460,9.0,5
4,2.5,12429,2.0,0,9,2850,0,2008,2540,12000,6.0,3
4,3.5,3100,2.0,0,8,2120,660,2014,1740,3600,1.0,7
4,3.5,6543,2.0,0,10,3860,0,2014,3760,6888,0.0,4
2,2.0,900,2.0,0,10,780,400,2014,1380,3610,0.0,7
3,2.0,1290,2.0,0,7,1290,120,2004,1490,1380,10.0,4
4,3.0,2074,2.0,0,8,2150,450,2011,2510,2074,3.0,4
3,3.0,1234,3.0,0,8,1380,0,2006,1370,1282,8.0,7
3,2.0,998,2.5,0,8,1540,80,2010,1620,1299,4.0,4
3,3.0,1227,3.0,0,8,1370,0,2007,1370,1236,7.0,7
3,2.0,1186,3.0,0,8,1220,0,2007,1280,1251,7.0,7
3,2.5,1889,3.0,0,8,1280,0,2009,1450,1889,5.0,7
2,1.5,850,2.0,0,7,770,0,2006,1350,915,8.0,0
3,2.5,1200,3.0,0,8,1210,0,2008,1210,1200,6.0,7
4,2.5,6322,2.0,0,8,2890,0,2011,2380,5738,3.0,14
3,2.5,2765,2.0,0,8,1580,0,2011,1580,1820,3.0,0
3,2.0,1245,2.0,0,9,1050,480,2014,1530,2307,0.0,13
4,2.5,7680,2.5,0,10,3670,0,2007,3130,6112,7.0,4
4,2.0,2340,2.5,0,8,1850,0,2014,1850,2340,1.0,0
4,2.5,6581,2.0,0,8,2440,0,2014,1480,7432,1.0,19
5,4.0,8030,2.0,0,10,4360,0,2015,3570,6185,0.0,4
4,3.0,6637,2.0,0,9,3990,0,2003,3500,7074,11.0,2
3,2.5,1283,3.0,0,7,1270,0,2007,1270,1512,7.0,19
4,2.5,6924,2.0,0,8,3340,0,2009,3030,6119,6.0,5
2,2.0,761,3.0,3,8,1500,0,2008,1360,1527,7.0,7
4,3.5,5086,2.0,0,9,2480,640,2008,1880,5092,6.0,19
4,2.5,4334,2.0,0,8,2480,0,2012,2480,5632,3.0,14
2,2.0,1155,3.0,0,7,980,130,2008,1110,1089,7.0,0
4,3.0,5670,2.0,0,10,2760,0,2014,2760,6600,0.0,4
3,2.5,1493,3.0,0,8,1510,0,2014,1530,1357,1.0,7
3,2.5,1614,2.0,0,8,1180,280,2007,1380,1402,7.0,7
4,3.0,285318,2.0,2,9,3980,0,2006,2100,105415,8.0,9
4,3.0,5187,2.0,0,9,3110,160,2014,3600,5825,0.0,18
4,2.5,8765,2.0,0,9,2670,0,2006,2880,8765,8.0,5
3,2.0,1332,2.0,0,7,1290,120,2004,1445,1290,10.0,4
3,3.5,1431,2.0,0,8,1240,360,2006,1500,4120,8.0,7
2,1.0,3383,2.0,0,7,1290,0,2008,1290,2828,7.0,2
3,2.5,4818,2.0,0,8,1608,0,2012,2009,5200,3.0,6
2,2.0,2104,2.0,0,8,1010,290,2011,1430,1850,4.0,0
4,3.5,3000,2.0,0,8,1850,680,2014,1470,6000,0.0,8
3,2.5,1411,3.0,0,8,1390,0,2008,1350,1266,7.0,7
3,2.0,1204,3.0,0,8,1640,0,2014,1630,3136,0.0,13
4,2.5,5723,2.0,0,7,2229,0,2012,2738,5742,2.0,17
3,2.5,3078,2.0,0,8,1790,0,2010,1890,3078,4.0,4
3,2.0,736,2.5,0,8,880,110,2009,1030,1201,5.0,7
5,3.0,6863,2.0,0,10,3240,0,2013,2360,6002,1.0,5
2,2.5,819,2.0,0,8,1060,220,2006,1290,2900,8.0,7
3,2.5,3848,2.0,0,8,1610,0,2006,1610,3049,9.0,5
2,2.5,1027,3.0,0,8,1150,0,2008,1360,1210,6.0,7
5,4.0,4702,2.0,0,9,2780,980,2014,2950,5981,0.0,3
2,2.5,1157,2.0,0,8,990,330,2014,1550,1519,0.0,7
4,3.0,7992,2.0,0,9,2700,0,2012,2840,7992,3.0,5
2,2.0,804,3.0,0,8,1480,0,2008,1380,1751,6.0,13
3,2.0,905,3.0,0,9,1410,0,2014,1510,1352,1.0,0
3,2.5,1485,2.0,0,8,1280,200,2007,1470,1277,7.0,7
2,2.0,1209,2.0,0,8,940,120,2006,1300,1169,8.0,7
2,2.5,2457,3.0,0,8,1950,0,2009,1650,1639,5.0,13
4,3.0,5677,2.0,0,9,3340,0,2011,3240,5643,4.0,18
3,2.5,1452,2.5,0,9,1240,330,2007,1670,1596,8.0,7
3,2.5,6604,2.0,0,7,1930,0,2014,910,6604,1.0,8
3,2.0,8100,1.0,0,7,1060,530,1996,1590,8100,18.0,14
4,4.5,7746,2.0,0,10,3720,0,2014,3080,11067,1.0,3
2,1.0,1289,2.0,0,7,1030,260,2005,1290,1332,10.0,13
3,2.0,2800,2.0,0,7,1489,0,2012,1584,2800,3.0,12
3,2.5,39553,1.0,0,7,2075,0,2012,1960,9047,3.0,14
3,2.5,3600,2.0,0,8,1413,0,2011,2150,3869,3.0,5
3,2.5,1362,2.0,0,8,880,420,2008,1300,1251,7.0,13
3,3.0,983,2.0,0,8,1180,300,2013,1330,1062,1.0,0
4,3.0,5559,2.0,0,9,3320,0,2012,3400,6854,3.0,4
3,2.0,1279,2.0,0,7,1116,414,2007,1320,1427,8.0,7
3,2.5,932,3.0,0,8,1180,0,2010,1180,2632,4.0,7
2,2.0,1303,2.0,0,8,800,390,2009,1670,2425,6.0,7
3,2.0,1180,3.0,0,8,1300,0,2008,1300,1174,6.0,7
3,3.5,2212,2.0,0,7,1400,310,2013,1580,2212,2.0,0
3,2.5,47480,2.0,0,9,2390,0,2007,1720,44866,7.0,5
4,3.5,6005,2.0,0,8,2750,760,2010,3090,5866,4.0,11
3,2.0,1165,2.0,0,8,1140,0,2014,1150,1552,0.0,13
2,2.5,1329,2.0,0,8,1180,140,2007,1490,5000,7.0,7
5,3.0,9752,1.0,0,8,1200,900,2007,1270,10200,7.0,17
4,2.5,4848,2.0,0,8,2400,0,2004,1980,5199,10.0,14
3,2.5,989,3.0,0,8,1408,0,2005,1408,1342,9.0,19
4,2.5,5102,2.0,0,8,2560,0,2013,2586,5059,2.0,12
2,2.5,1347,3.0,0,8,1260,0,2005,1260,1356,9.0,19
2,2.0,1624,2.0,0,8,1290,0,2014,1410,1963,1.0,0
4,2.5,9260,2.0,0,8,2730,0,2008,2730,7357,6.0,19
2,2.5,1368,2.0,0,7,1280,350,2009,1590,2306,5.0,0
4,3.0,6844,2.0,0,10,3530,0,2014,3530,10038,1.0,4
4,2.5,12558,2.0,0,9,2714,0,2014,2873,8269,0.0,12
3,2.0,2520,2.0,0,7,1630,0,2005,1630,3131,9.0,4
5,3.0,13726,2.0,3,10,4430,1360,2014,5790,13726,0.0,15
3,3.0,1407,2.5,0,8,1850,380,2013,2290,1407,1.0,4
3,2.5,1590,2.0,0,9,1160,220,2012,1380,1590,2.0,0
3,3.5,1161,3.0,0,8,1320,0,2010,1320,1161,4.0,19
2,2.0,713,3.0,0,9,1490,0,2014,1490,1110,0.0,7
3,2.0,1520,2.0,0,8,1080,200,2008,1280,1681,6.0,7
5,4.0,5929,2.0,0,10,3870,0,2014,3600,5625,0.0,18
2,2.5,1051,2.0,0,8,1080,200,2009,1580,1279,5.0,7
3,1.5,1435,2.0,0,8,1120,180,2007,1320,1652,8.0,13
4,3.0,5024,2.0,0,8,2170,0,2012,2460,5024,3.0,5
4,2.0,3717,2.0,0,8,1763,0,2012,1763,3666,2.0,12
2,1.5,1525,2.0,0,7,1020,0,2004,1020,3844,10.0,19
4,2.5,4593,2.0,0,7,1840,0,2010,1740,3600,4.0,2
3,2.0,1358,3.0,0,9,1820,0,2014,1710,1367,0.0,0
3,3.5,3000,2.0,0,9,1870,800,2014,1750,5000,0.0,7
3,2.0,3814,2.0,0,7,1400,0,2012,1610,3814,2.0,14
2,1.5,2158,2.0,0,7,1160,0,1982,1150,2158,32.0,3
3,2.5,3368,2.0,0,7,1400,0,2013,1400,4316,1.0,0
3,2.5,1130,3.0,0,7,1232,0,2007,1232,1202,7.0,19
4,3.0,6000,2.0,0,8,2100,600,1910,2050,5400,104.0,0
4,2.5,6382,2.0,0,7,2550,0,2007,2430,5900,7.0,11
4,2.5,6902,2.0,0,8,3260,0,2008,3130,6588,7.0,5
2,2.5,1240,2.0,0,8,1120,560,2014,2060,3630,0.0,7
4,3.0,2550,2.0,0,10,2030,600,2006,1810,2600,9.0,7
3,1.5,5758,2.0,0,7,1260,0,1999,3090,10142,15.0,15
4,2.5,4500,2.0,0,7,2550,0,2009,2340,4526,5.0,5
4,3.0,5000,2.0,0,8,3450,0,2008,1420,5000,6.0,8
3,2.5,3402,2.0,0,7,1550,0,2009,2095,3402,5.0,12
4,2.5,8436,2.0,0,10,4150,0,2014,4070,8438,0.0,4
5,3.5,4400,2.0,0,9,2650,1250,2014,1190,4400,0.0,7
3,3.0,1444,3.0,0,8,1550,0,2006,1550,1444,8.0,19
4,2.5,4000,2.0,0,8,2130,0,2014,1830,7217,1.0,0
4,2.5,7798,2.0,0,9,2890,0,2005,3300,30950,9.0,15
3,2.5,1330,2.0,0,8,1010,210,2008,1360,3750,6.0,7
4,2.5,8306,2.0,0,9,2502,0,2013,2597,6983,2.0,6
3,2.0,1384,3.0,0,8,1340,0,2008,1110,1384,6.0,7
4,2.5,3800,2.0,0,8,2350,0,2014,2670,4180,0.0,5
3,2.5,3930,2.0,0,8,1810,0,2008,1560,5100,7.0,2
4,2.5,6500,2.0,0,8,3310,0,2012,2380,5000,2.0,11
3,2.0,5101,1.0,0,7,590,1030,2006,1700,7750,8.0,13
2,2.0,635,2.0,0,9,720,350,2008,1070,928,6.0,0
4,2.5,4558,2.0,0,8,1970,0,2005,1980,5123,9.0,14
5,4.5,7810,2.0,0,9,3200,1400,2006,4480,6324,8.0,11
4,3.0,6050,2.0,0,9,3110,0,2014,3590,6054,0.0,18
4,2.5,3677,2.0,0,9,2850,640,2007,3440,3600,8.0,3
3,2.5,1936,2.0,0,7,1600,0,2007,1600,1936,7.0,13
3,2.5,3060,2.0,0,8,1960,0,2010,1220,3060,4.0,7
2,2.5,1092,2.0,0,7,990,10,2004,1330,1466,10.0,13
2,2.5,1092,2.0,0,7,990,10,2004,1330,1466,10.0,13
2,2.0,1408,3.0,0,7,1500,0,1999,1500,1245,15.0,19
3,2.5,5931,2.0,0,9,2424,0,2014,2424,6036,1.0,12
3,2.5,6008,2.0,0,7,1880,0,2009,2180,5185,5.0,14
2,2.0,740,2.0,0,8,780,430,2014,1480,1171,1.0,13
4,3.0,6765,2.0,0,9,3720,0,2012,3100,6790,3.0,2
4,3.0,8580,2.0,0,9,3610,0,2014,2360,8580,0.0,10
3,1.5,885,3.0,0,8,1360,0,2008,1360,1167,6.0,7
5,2.5,7084,2.0,0,8,2590,0,2014,3010,4823,0.0,18
3,3.0,1407,2.5,0,8,1890,400,2014,2230,1407,1.0,4
4,4.0,9979,2.5,0,10,3880,0,2007,3130,6112,7.0,4
3,2.5,874,3.0,0,8,1270,80,2006,1350,886,8.0,0
5,2.5,2752,2.0,0,8,2170,0,2014,1800,2752,0.0,0
3,3.0,1051,3.0,0,8,1296,0,2009,1520,1939,5.0,19
3,3.0,1602,2.0,0,8,1140,390,2013,1450,1198,1.0,0
3,2.5,3266,2.0,0,7,1489,0,2014,1537,3273,0.0,12
4,2.5,4467,2.0,0,8,2130,0,2014,1830,8160,1.0,0
3,3.0,1521,2.0,0,9,1130,300,2009,1930,2700,5.0,7
5,4.0,7268,1.0,0,8,1430,950,2008,2040,10810,7.0,0
3,2.5,814,2.0,0,8,1140,280,2008,1340,1382,6.0,0
4,3.0,6184,2.0,0,9,3450,0,2014,3020,5369,0.0,4
4,2.5,3150,2.0,0,8,1914,0,2009,1714,3164,5.0,5
2,1.5,1080,3.0,0,7,988,0,2007,1128,1080,8.0,19
3,2.0,2800,2.0,0,7,1584,0,2012,1584,2800,2.0,12
4,2.5,5710,2.0,0,8,2630,0,2001,2550,5500,14.0,11
4,3.0,5250,2.0,0,9,3520,0,2012,3220,5781,2.0,2
4,2.5,4913,2.0,0,8,2380,0,2006,2580,5311,8.0,14
3,2.0,1197,3.0,0,8,1410,0,2012,1350,2512,2.0,7
4,3.5,5741,2.0,0,9,3220,0,2013,2960,6534,2.0,11
4,3.0,5969,2.0,0,8,3266,0,2014,3087,5169,0.0,17
3,2.0,4794,2.0,0,9,2550,0,2007,1630,5100,7.0,19
4,3.5,18900,2.5,0,9,3828,0,2014,2120,18900,1.0,6
3,2.0,1596,3.0,0,8,1670,0,2014,1640,1310,0.0,0
4,2.5,11385,2.0,0,9,3056,0,2014,2849,8607,1.0,6
2,1.5,1188,3.0,0,8,1000,0,2005,2300,3500,10.0,7
3,3.0,1786,2.0,0,8,1200,330,2007,1390,2900,7.0,7
5,3.0,6091,2.0,0,9,3490,0,2009,2870,5932,6.0,3
3,2.5,2163,2.0,0,7,1440,0,2005,1440,2207,10.0,4
3,3.0,1001,3.0,0,8,1370,0,2009,1399,1151,5.0,19
6,4.0,6551,2.0,0,9,3180,0,2014,3230,7602,0.0,4
4,3.0,7570,2.0,0,9,2720,0,2008,1770,5705,7.0,19
3,2.5,2792,2.0,0,8,1800,0,2011,1580,2617,3.0,0
3,2.5,6409,2.0,0,9,3220,0,2008,3330,6231,7.0,5
3,2.5,5321,2.0,0,8,2370,0,2014,2370,4357,1.0,14
3,2.5,1325,2.0,0,7,1180,230,2007,1270,1282,7.0,0
4,3.5,6049,2.0,0,9,3640,0,2014,3590,6104,0.0,18
3,2.5,3624,2.0,0,9,1920,0,2003,1930,3533,11.0,18
2,1.0,1304,3.0,0,7,1131,0,2011,1131,1992,4.0,19
3,3.5,6431,2.0,0,10,2940,0,2014,2760,6695,0.0,4
3,2.5,4533,2.0,0,7,2180,0,2010,2180,7347,4.0,3
3,2.0,1078,2.0,0,8,940,460,2009,1420,1230,6.0,13
4,2.5,5539,2.0,0,8,2680,0,2013,2680,5992,1.0,9
4,2.5,5539,2.0,0,8,2680,0,2013,2680,5992,2.0,9
3,2.5,3612,2.0,0,7,1300,0,2005,1390,2943,10.0,13
2,2.0,1500,2.0,0,8,1000,460,2008,1440,4120,6.0,7
4,3.5,6481,2.0,3,9,3260,950,2014,3920,5331,0.0,4
4,3.0,3920,2.0,0,9,2330,0,2005,2410,4063,9.0,4
4,3.5,5680,2.0,1,9,2820,1110,2013,3700,5816,1.0,4
3,2.5,4000,2.0,0,8,1608,0,2014,2009,4983,1.0,6
2,2.0,1968,2.0,0,7,1610,0,1979,1950,1968,36.0,15
4,3.5,3250,2.0,0,9,2670,530,2007,3400,3663,7.0,4
4,2.5,3500,2.0,0,7,1710,0,2014,1710,3500,0.0,12
5,4.0,8972,2.0,0,9,3050,0,2014,2750,8979,1.0,10
4,3.5,4951,2.0,0,9,3560,0,2014,3540,5500,0.0,4
4,2.5,8685,2.0,0,9,2650,0,2006,2650,7932,9.0,6
3,2.5,12410,2.0,0,8,2590,900,2009,1740,14448,6.0,5
4,3.0,46173,2.0,0,9,4140,0,2007,2060,43103,7.0,3
3,2.0,4441,1.0,0,7,1670,0,2014,1670,4622,0.0,1
3,2.5,3600,2.0,0,7,1720,0,2010,1720,3600,4.0,2
2,2.0,3961,1.0,0,8,1510,0,2010,1510,3962,4.0,2
3,2.0,4040,2.0,0,7,1450,0,2010,1610,4040,5.0,14
4,2.5,5026,2.0,0,8,1812,0,2011,2440,6007,4.0,5
2,2.0,1208,2.0,0,8,940,120,2005,1300,1169,9.0,7
3,2.5,3073,3.0,0,8,1600,0,2009,1130,2921,6.0,13
3,3.0,1565,2.0,0,8,1280,250,2005,1530,1381,9.0,13
4,2.0,1230,3.0,0,9,1500,570,2013,1569,4802,1.0,0
4,2.5,7482,2.0,0,10,3630,0,2008,1600,15716,7.0,8
3,2.5,4126,2.0,0,8,1960,180,2005,2280,2615,10.0,4
4,2.0,12188,1.0,0,7,1150,860,1960,1720,8475,55.0,5
4,3.0,4501,2.0,0,8,2630,0,2015,2380,4599,0.0,3
4,3.0,4521,2.0,0,7,2990,0,2014,2580,7539,0.0,3
2,1.0,2150,2.0,0,8,1240,0,2014,1340,5289,0.0,7
3,2.5,5050,2.0,0,7,2230,0,2006,2260,5050,9.0,14
4,3.0,5105,2.0,0,8,2290,0,2012,2450,5105,3.0,3
2,1.5,865,3.0,0,8,950,0,2006,1290,1189,9.0,7
2,2.0,758,2.0,0,7,1120,0,2012,1150,758,2.0,4
5,3.5,4670,2.0,0,7,2420,0,2013,1430,4468,1.0,8
4,2.5,3250,2.0,0,8,1714,0,2010,1714,3250,5.0,5
4,2.5,5650,2.0,0,7,2230,0,2011,1590,7241,3.0,5
4,3.0,10000,2.0,0,7,2530,0,2013,1420,9898,1.0,8
3,3.5,1233,2.0,0,8,1160,390,2005,1490,1539,10.0,13
4,3.0,11225,2.0,0,8,3110,0,2012,2610,8535,3.0,5
3,3.0,2409,2.0,0,8,1660,440,2008,1900,2400,6.0,13
3,2.0,1404,2.0,0,8,1020,610,2014,1420,1670,1.0,7
3,2.5,7934,2.0,0,7,2230,0,2005,2310,4818,9.0,11
3,2.5,955,3.0,0,7,1320,0,2009,1300,1003,6.0,0
3,2.5,1431,2.0,0,8,1060,530,2010,1620,1548,4.0,13
5,3.0,3642,2.0,0,8,2080,530,2005,1750,3118,10.0,13
3,2.5,2500,2.0,0,7,1440,0,2008,1440,5000,7.0,0
4,2.5,6283,2.0,0,9,2630,0,2006,2630,7210,9.0,5
3,3.5,10078,2.0,0,10,3040,350,2012,3290,12332,2.0,15
3,1.5,1022,3.0,0,8,1400,0,2007,1270,1205,7.0,19
3,3.5,2133,2.0,0,8,1520,380,2009,1530,3264,5.0,0
3,2.5,1250,3.0,0,8,1270,80,2006,1350,886,8.0,0
4,3.0,6752,2.0,2,9,3030,390,2012,3010,5172,2.0,11
3,2.5,161607,2.0,0,7,1330,820,1995,2400,207781,20.0,14
4,2.5,5306,2.0,0,8,2110,0,2012,2250,5306,3.0,14
4,3.0,8519,1.0,1,10,2680,1130,2007,3240,10748,7.0,3
5,3.0,4369,2.0,0,8,2090,780,2007,2640,4610,7.0,3
2,2.0,705,2.0,0,7,1150,90,2009,1240,750,6.0,4
4,3.5,6345,2.0,0,9,2370,1240,2008,3010,29279,7.0,5
4,2.5,5100,2.0,0,9,2310,0,2013,1260,5100,1.0,7
4,3.0,3031,1.0,0,7,1200,730,2006,1930,2611,8.0,2
3,3.0,1080,2.0,0,7,1140,250,2006,1450,1081,8.0,13
3,2.5,7340,2.0,0,7,1578,0,2010,1850,7200,4.0,12
3,2.0,15000,1.0,0,9,1720,0,2011,1900,15337,3.0,2
5,4.0,11237,2.0,0,10,2930,1770,2006,3180,13140,8.0,10
3,3.5,5079,2.0,0,8,1680,290,2007,1940,6000,7.0,13
3,2.0,1353,2.0,0,8,1050,410,2012,1690,3776,2.0,0
3,2.5,4000,2.0,0,8,1930,0,2014,2050,4000,0.0,6
3,2.0,907,2.0,0,8,1000,300,2006,1300,1169,8.0,7
3,2.0,1087,2.0,0,7,1300,145,2005,1410,1336,9.0,4
2,2.0,696,2.0,0,9,860,0,2009,1100,3000,5.0,13
3,2.5,4535,2.0,0,9,3040,0,2007,2670,4666,7.0,5
3,2.5,6143,2.0,0,9,2424,0,2014,2381,6036,1.0,12
2,1.5,3427,2.0,0,7,1084,0,1976,1084,6250,39.0,19
3,2.5,5320,2.0,0,8,2510,0,2005,1820,5736,9.0,0
2,1.5,1036,3.0,0,7,1220,0,2006,1210,659,8.0,19
2,2.0,835,2.0,0,7,1080,200,2009,1280,1246,5.0,13
5,3.5,5610,2.0,0,9,2860,880,2014,1520,4590,0.0,7
3,2.5,4000,2.0,0,7,1852,0,2014,2475,4000,0.0,12
4,2.5,5787,2.0,0,9,2580,0,2007,2580,4410,8.0,4
4,3.5,31450,2.0,0,9,3190,0,2010,3000,72745,4.0,11
3,2.5,5119,2.0,0,8,2300,1100,2014,1740,5969,0.0,19
2,1.5,2686,2.0,0,7,1090,0,1982,1160,2158,32.0,3
3,2.0,6145,1.0,0,8,2360,0,2011,2304,5880,3.0,12
5,2.5,5604,2.0,0,8,2460,0,2011,2210,6395,3.0,14
5,2.5,7760,2.0,0,7,2025,0,2007,1664,9000,7.0,6
4,3.0,5104,2.0,0,9,3400,1010,2006,4390,5537,8.0,11
3,2.5,5400,2.0,0,9,2810,0,2005,2870,5400,9.0,18
5,3.5,6000,2.0,0,10,3200,1290,2006,4530,6000,8.0,4
4,2.5,6432,2.0,0,9,3070,0,2006,2910,5106,8.0,5
4,2.5,32400,1.0,0,8,1564,420,1962,1390,9152,52.0,17
5,3.5,8234,2.0,2,10,3350,1400,2013,2160,14496,2.0,17
4,3.0,4104,2.0,0,8,1900,860,2014,2760,5186,0.0,15
4,3.0,2650,2.0,0,9,2180,590,2014,1820,2960,0.0,7
3,3.0,1251,2.0,0,8,1230,310,2002,1540,1287,12.0,13
3,2.5,2229,2.0,0,7,1680,0,2007,1230,9300,7.0,19
3,2.0,7163,1.0,0,9,2260,0,2012,2340,6730,2.0,5
4,3.5,5196,2.0,0,9,3400,0,2012,3170,5260,2.0,11
4,2.5,5000,2.0,0,9,2760,170,2007,3230,5778,7.0,15
3,2.0,6036,1.0,0,7,1239,0,2009,2060,5746,5.0,12
3,3.5,2479,2.0,0,9,1450,650,2011,1800,2457,3.0,13
4,1.0,2171,1.5,0,7,1200,0,1933,1130,1598,81.0,19
4,1.0,2171,1.5,0,7,1200,0,1933,1130,1598,82.0,19
2,1.5,772,2.0,0,7,680,0,2005,690,1059,9.0,7
4,3.0,3995,2.0,0,9,2060,630,2014,1810,4590,1.0,0
4,2.5,7200,2.0,0,8,2750,0,2011,2750,7200,3.0,2
